"unitid","value","year","metric","var_type"
100724,3425,2022,"full_time_enrollment","raw"
100724,NA,2022,"pct_age_25plus","raw"
100724,0,2022,"pct_aian","raw"
100724,0,2022,"pct_asian","raw"
100724,93,2022,"pct_bipoc","computed"
100724,90,2022,"pct_black","raw"
100724,13.8975966562173,2022,"pct_graduate","computed"
100724,1,2022,"pct_hispanic","raw"
100724,2,2022,"pct_international","raw"
100724,0,2022,"pct_nhpi","raw"
100724,10.5276907001045,2022,"pct_part_time","computed"
100724,1,2022,"pct_race_unknown","raw"
100724,1,2022,"pct_two_or_more","raw"
100724,86.1024033437827,2022,"pct_undergrad","computed"
100724,4,2022,"pct_white","raw"
100724,3828,2022,"total_enrollment","raw"
100724,124,2022,"transfer_in_enrollment","raw"
100724,3296,2022,"undergraduate_enrollment","raw"
100724,951,2023,"first_time_enrollment","raw"
100724,3337,2023,"full_time_enrollment","raw"
100724,7,2023,"pct_age_25plus","raw"
100724,0,2023,"pct_aian","raw"
100724,0,2023,"pct_asian","raw"
100724,92,2023,"pct_bipoc","computed"
100724,89,2023,"pct_black","raw"
100724,14.1602067183463,2023,"pct_graduate","computed"
100724,1,2023,"pct_hispanic","raw"
100724,2,2023,"pct_international","raw"
100724,0,2023,"pct_nhpi","raw"
100724,13.7726098191214,2023,"pct_part_time","computed"
100724,2,2023,"pct_race_unknown","raw"
100724,1,2023,"pct_two_or_more","raw"
100724,85.8397932816537,2023,"pct_undergrad","computed"
100724,4,2023,"pct_white","raw"
100724,3870,2023,"total_enrollment","raw"
100724,140,2023,"transfer_in_enrollment","raw"
100724,3322,2023,"undergraduate_enrollment","raw"
100724,1056,2024,"first_time_enrollment","raw"
100724,3627,2024,"full_time_enrollment","raw"
100724,22080,2024,"median_family_income","external"
100724,7,2024,"pct_age_25plus","raw"
100724,0,2024,"pct_aian","raw"
100724,0,2024,"pct_asian","raw"
100724,87,2024,"pct_bipoc","computed"
100724,85,2024,"pct_black","raw"
100724,34.34343434,2024,"pct_first_generation","external"
100724,13.7221269296741,2024,"pct_graduate","computed"
100724,1,2024,"pct_hispanic","raw"
100724,3,2024,"pct_international","raw"
100724,0,2024,"pct_nhpi","raw"
100724,11.1247243322715,2024,"pct_part_time","computed"
100724,6,2024,"pct_race_unknown","raw"
100724,1,2024,"pct_two_or_more","raw"
100724,86.2778730703259,2024,"pct_undergrad","computed"
100724,4,2024,"pct_white","raw"
100724,4081,2024,"total_enrollment","raw"
100724,159,2024,"transfer_in_enrollment","raw"
100724,3521,2024,"undergraduate_enrollment","raw"
100751,6507,2020,"first_time_enrollment","raw"
100751,31533,2020,"full_time_enrollment","raw"
100751,8,2020,"pct_age_25plus","raw"
100751,0,2020,"pct_aian","raw"
100751,1,2020,"pct_asian","raw"
100751,21,2020,"pct_bipoc","computed"
100751,11,2020,"pct_black","raw"
100751,16.3054968287526,2020,"pct_graduate","computed"
100751,5,2020,"pct_hispanic","raw"
100751,3,2020,"pct_international","raw"
100751,0,2020,"pct_nhpi","raw"
100751,16.6675475687104,2020,"pct_part_time","computed"
100751,1,2020,"pct_race_unknown","raw"
100751,3,2020,"pct_two_or_more","raw"
100751,83.6945031712474,2020,"pct_undergrad","computed"
100751,75,2020,"pct_white","raw"
100751,25,2020,"residential_share","external"
100751,37840,2020,"total_enrollment","raw"
100751,1224,2020,"transfer_in_enrollment","raw"
100751,31670,2020,"undergraduate_enrollment","raw"
100751,7593,2021,"first_time_enrollment","raw"
100751,31895,2021,"full_time_enrollment","raw"
100751,7,2021,"pct_age_25plus","raw"
100751,0,2021,"pct_aian","raw"
100751,2,2021,"pct_asian","raw"
100751,22,2021,"pct_bipoc","computed"
100751,11,2021,"pct_black","raw"
100751,17.3060862302954,2021,"pct_graduate","computed"
100751,5,2021,"pct_hispanic","raw"
100751,3,2021,"pct_international","raw"
100751,0,2021,"pct_nhpi","raw"
100751,16.7580123186136,2021,"pct_part_time","computed"
100751,1,2021,"pct_race_unknown","raw"
100751,3,2021,"pct_two_or_more","raw"
100751,82.6939137697046,2021,"pct_undergrad","computed"
100751,74,2021,"pct_white","raw"
100751,29,2021,"residential_share","external"
100751,38316,2021,"total_enrollment","raw"
100751,1402,2021,"transfer_in_enrollment","raw"
100751,31685,2021,"undergraduate_enrollment","raw"
100751,8037,2022,"first_time_enrollment","raw"
100751,32593,2022,"full_time_enrollment","raw"
100751,6,2022,"pct_age_25plus","raw"
100751,0,2022,"pct_aian","raw"
100751,2,2022,"pct_asian","raw"
100751,22,2022,"pct_bipoc","computed"
100751,11,2022,"pct_black","raw"
100751,16.0076596625608,2022,"pct_graduate","computed"
100751,6,2022,"pct_hispanic","raw"
100751,3,2022,"pct_international","raw"
100751,0,2022,"pct_nhpi","raw"
100751,15.6583169444157,2022,"pct_part_time","computed"
100751,4,2022,"pct_race_unknown","raw"
100751,3,2022,"pct_two_or_more","raw"
100751,83.9923403374392,2022,"pct_undergrad","computed"
100751,71,2022,"pct_white","raw"
100751,28,2022,"residential_share","external"
100751,38644,2022,"total_enrollment","raw"
100751,1193,2022,"transfer_in_enrollment","raw"
100751,32458,2022,"undergraduate_enrollment","raw"
100751,8279,2023,"first_time_enrollment","raw"
100751,33663,2023,"full_time_enrollment","raw"
100751,6,2023,"pct_age_25plus","raw"
100751,0,2023,"pct_aian","raw"
100751,2,2023,"pct_asian","raw"
100751,24,2023,"pct_bipoc","computed"
100751,12,2023,"pct_black","raw"
100751,15.6150623391045,2023,"pct_graduate","computed"
100751,7,2023,"pct_hispanic","raw"
100751,3,2023,"pct_international","raw"
